,0
471,82.0
472,82.0
473,82.0
474,55.0
475,55.0
476,82.0
477,82.0
478,82.0
479,55.0
480,55.0
481,55.0
482,55.0
483,55.0
484,55.0
485,82.0
486,55.0
487,55.0
488,27.0
489,27.0
490,55.0
491,55.0
492,55.0
493,55.0
494,27.0
495,27.0
496,55.0
497,55.0
498,55.0
499,55.0
500,55.0
501,27.0
502,27.0
503,27.0
504,55.0
505,82.0
506,82.0
507,55.0
508,55.0
509,55.0
510,55.0
511,55.0
512,55.0
513,55.0
514,55.0
515,55.0
516,55.0
517,55.0
518,27.0
519,27.0
520,0.0
521,0.0
522,27.0
523,27.0
524,27.0
525,27.0
526,27.0
527,0.0
528,-28.0
529,0.0
530,0.0
531,0.0
532,27.0
533,27.0
534,0.0
535,-28.0
536,-28.0
537,-28.0
538,-28.0
539,0.0
540,0.0
541,0.0
542,0.0
543,-28.0
544,-28.0
545,-28.0
546,0.0
547,0.0
548,-28.0
549,-28.0
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,-28.0
556,-28.0
557,-28.0
558,-28.0
559,-28.0
560,-28.0
561,0.0
562,0.0
563,0.0
564,0.0
565,0.0
566,-28.0
567,-28.0
568,-28.0
569,-28.0
570,-28.0
571,-28.0
572,-28.0
573,-28.0
574,-28.0
575,-28.0
576,-28.0
577,-28.0
578,-56.0
579,-56.0
580,-56.0
581,-28.0
582,-56.0
583,-56.0
584,-28.0
585,-56.0
586,-56.0
587,-28.0
588,-28.0
589,-28.0
590,-28.0
591,-28.0
592,-56.0
593,-56.0
594,-56.0
595,-56.0
596,-56.0
597,-28.0
598,-28.0
599,-56.0
600,-56.0
601,-56.0
602,-28.0
603,-56.0
604,-56.0
605,-28.0
606,-28.0
607,-28.0
608,-28.0
609,-28.0
610,-28.0
611,-28.0
612,-28.0
613,-28.0
614,-28.0
615,-28.0
616,-28.0
617,-28.0
618,-28.0
619,-28.0
620,-56.0
621,-56.0
622,-28.0
623,-28.0
624,-28.0
625,-28.0
626,-56.0
627,-56.0
628,-56.0
629,-56.0
630,-28.0
631,-28.0
632,-56.0
633,-28.0
634,-28.0
635,-28.0
636,-28.0
637,-28.0
638,-28.0
639,-28.0
640,-56.0
641,-56.0
642,-56.0
643,-56.0
644,-56.0
645,-56.0
646,-56.0
647,-56.0
648,-28.0
649,-28.0
650,-56.0
651,-56.0
652,-56.0
653,-83.0
654,-83.0
655,-83.0
656,-56.0
657,-56.0
658,-56.0
659,-56.0
660,-56.0
661,-56.0
662,-56.0
663,-56.0
664,-56.0
665,-56.0
666,-56.0
667,-56.0
668,-56.0
669,-56.0
670,-56.0
671,-83.0
672,-83.0
673,-56.0
674,-83.0
675,-56.0
676,-56.0
677,-56.0
678,-56.0
679,-56.0
680,-56.0
681,-56.0
682,-56.0
683,-28.0
684,-28.0
685,-56.0
686,-56.0
687,-56.0
688,-56.0
689,-56.0
690,-56.0
691,-56.0
692,-56.0
693,-56.0
694,-56.0
695,-56.0
696,-56.0
697,-56.0
698,-56.0
699,-56.0
700,-28.0
701,-28.0
702,-56.0
703,-56.0
704,-56.0
705,-56.0
706,-56.0
707,-56.0
708,-56.0
709,-56.0
710,-28.0
711,-28.0
712,-28.0
713,-28.0
714,-28.0
715,-28.0
716,-28.0
717,-28.0
718,-28.0
719,0.0
720,0.0
721,-28.0
722,-28.0
723,0.0
724,0.0
725,0.0
726,0.0
727,-28.0
728,-28.0
729,-28.0
730,0.0
731,0.0
732,-28.0
733,-28.0
734,-28.0
735,-28.0
736,-28.0
737,-28.0
738,0.0
739,-28.0
740,0.0
741,0.0
742,-28.0
743,-28.0
744,-28.0
745,0.0
746,0.0
747,-28.0
748,0.0
749,0.0
750,0.0
751,0.0
752,0.0
753,0.0
754,0.0
755,0.0
756,0.0
757,0.0
758,-28.0
759,-28.0
760,-28.0
761,-28.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,27.0
770,27.0
771,0.0
772,0.0
773,27.0
774,27.0
775,0.0
776,0.0
777,0.0
778,0.0
779,0.0
780,27.0
781,27.0
782,27.0
783,27.0
784,27.0
785,27.0
786,27.0
787,27.0
788,55.0
789,27.0
790,27.0
791,55.0
792,27.0
793,27.0
794,27.0
795,27.0
796,27.0
797,55.0
798,55.0
799,55.0
800,55.0
801,27.0
802,27.0
803,27.0
804,27.0
805,55.0
806,55.0
807,55.0
808,55.0
809,55.0
810,55.0
811,55.0
812,55.0
813,82.0
814,82.0
815,82.0
816,82.0
817,82.0
818,82.0
819,82.0
820,82.0
821,82.0
822,82.0
823,82.0
824,82.0
825,82.0
826,110.0
827,82.0
828,82.0
829,82.0
830,82.0
831,82.0
832,82.0
833,82.0
834,82.0
835,82.0
836,82.0
837,82.0
838,82.0
839,82.0
840,82.0
841,82.0
842,82.0
843,82.0
844,82.0
845,82.0
846,82.0
847,82.0
848,110.0
849,110.0
850,110.0
851,110.0
852,137.0
853,110.0
854,137.0
855,137.0
856,137.0
857,137.0
858,137.0
859,137.0
860,137.0
861,137.0
862,137.0
863,137.0
864,137.0
865,137.0
866,110.0
867,137.0
868,137.0
869,137.0
870,110.0
871,137.0
872,137.0
873,110.0
874,110.0
875,110.0
876,110.0
877,110.0
878,110.0
879,82.0
880,82.0
881,110.0
882,82.0
883,82.0
884,82.0
885,110.0
886,110.0
887,110.0
888,110.0
889,82.0
890,82.0
891,82.0
892,82.0
893,55.0
894,82.0
895,82.0
896,82.0
897,82.0
898,82.0
899,82.0
900,82.0
901,110.0
902,110.0
903,110.0
904,110.0
905,82.0
906,82.0
907,82.0
908,82.0
909,55.0
910,82.0
911,55.0
912,55.0
913,55.0
914,55.0
915,55.0
916,55.0
917,55.0
918,27.0
919,27.0
920,27.0
921,27.0
922,27.0
923,0.0
924,0.0
925,0.0
926,0.0
927,0.0
928,0.0
929,0.0
930,0.0
931,0.0
932,0.0
933,-28.0
934,-28.0
935,-28.0
936,-28.0
937,-28.0
938,-28.0
939,-28.0
940,-56.0
941,-56.0
942,-56.0
943,-28.0
944,-28.0
945,-56.0
946,-56.0
947,-56.0
948,-56.0
949,-56.0
950,-56.0
951,-56.0
952,-56.0
953,-83.0
954,-83.0
955,-56.0
956,-56.0
957,-83.0
958,-83.0
959,-56.0
960,-56.0
961,-56.0
962,-56.0
963,-83.0
964,-83.0
965,-56.0
966,-56.0
967,-56.0
968,-56.0
969,-56.0
970,-83.0
971,-111.0
972,-83.0
973,-111.0
974,-111.0
975,-111.0
976,-111.0
977,-111.0
978,-83.0
979,-83.0
980,-83.0
981,-83.0
982,-83.0
983,-83.0
984,-83.0
985,-83.0
986,-83.0
987,-83.0
988,-83.0
989,-83.0
990,-83.0
991,-83.0
992,-83.0
993,-83.0
994,-83.0
995,-83.0
996,-83.0
997,-83.0
998,-83.0
999,-83.0
1000,-83.0
1001,-83.0
1002,-83.0
1003,-83.0
1004,-83.0
1005,-83.0
1006,-83.0
1007,-83.0
1008,-83.0
1009,-83.0
1010,-56.0
1011,-56.0
1012,-56.0
1013,-83.0
1014,-83.0
1015,-83.0
1016,-83.0
1017,-56.0
1018,-56.0
1019,-56.0
1020,-56.0
1021,-28.0
1022,-28.0
1023,-28.0
1024,-56.0
1025,-56.0
1026,-56.0
1027,-56.0
1028,-28.0
1029,-28.0
1030,-28.0
1031,-28.0
1032,-28.0
1033,-28.0
1034,-28.0
1035,-28.0
1036,-28.0
1037,-28.0
1038,-28.0
1039,-28.0
1040,-28.0
1041,-28.0
1042,0.0
1043,0.0
1044,-28.0
1045,-28.0
1046,-28.0
1047,-28.0
1048,-28.0
1049,-28.0
1050,-28.0
1051,-28.0
1052,-28.0
1053,-28.0
1054,-28.0
1055,-28.0
1056,-28.0
1057,-28.0
1058,-28.0
1059,-28.0
1060,-28.0
1061,-28.0
1062,-28.0
1063,0.0
1064,0.0
1065,0.0
1066,-28.0
1067,-28.0
1068,-28.0
1069,0.0
1070,0.0
1071,0.0
1072,0.0
1073,0.0
1074,0.0
1075,0.0
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,-28.0
1084,-28.0
1085,0.0
1086,0.0
1087,0.0
1088,0.0
1089,0.0
1090,0.0
1091,0.0
1092,0.0
1093,-28.0
1094,-28.0
1095,-28.0
1096,-28.0
1097,-28.0
1098,-28.0
1099,0.0
1100,0.0
1101,27.0
1102,27.0
1103,0.0
1104,-28.0
1105,-28.0
1106,0.0
1107,0.0
1108,0.0
1109,0.0
1110,0.0
1111,-28.0
1112,-28.0
1113,0.0
1114,0.0
1115,0.0
1116,0.0
1117,0.0
1118,0.0
1119,-28.0
1120,-28.0
1121,-28.0
1122,0.0
1123,0.0
1124,0.0
1125,-28.0
1126,-28.0
1127,-28.0
1128,-28.0
1129,-28.0
1130,-28.0
1131,-28.0
1132,-28.0
1133,0.0
1134,-28.0
1135,-28.0
1136,-56.0
1137,-56.0
1138,-56.0
1139,-56.0
1140,-56.0
1141,-28.0
1142,-28.0
1143,-28.0
1144,-28.0
1145,-28.0
1146,-28.0
1147,-56.0
1148,-56.0
1149,-56.0
1150,-56.0
1151,-28.0
1152,-28.0
1153,-28.0
1154,-28.0
1155,-56.0
1156,-56.0
1157,-28.0
1158,-56.0
1159,-56.0
1160,-28.0
1161,-28.0
1162,-28.0
1163,-28.0
1164,-28.0
1165,-28.0
1166,-56.0
1167,-56.0
1168,-56.0
1169,-56.0
1170,-56.0
1171,-28.0
1172,-28.0
1173,-28.0
1174,-28.0
1175,-28.0
1176,-28.0
1177,-28.0
1178,-28.0
1179,-28.0
1180,0.0
1181,-28.0
1182,-28.0
1183,-28.0
1184,-28.0
1185,-28.0
1186,-28.0
1187,-28.0
1188,-28.0
1189,-28.0
1190,-28.0
1191,-28.0
1192,-28.0
1193,-28.0
1194,-28.0
1195,-56.0
1196,-28.0
1197,-28.0
1198,0.0
1199,0.0
1200,0.0
1201,0.0
1202,0.0
1203,-28.0
1204,-28.0
1205,0.0
1206,0.0
1207,0.0
1208,0.0
1209,0.0
1210,0.0
1211,0.0
1212,0.0
1213,0.0
1214,0.0
1215,0.0
1216,0.0
1217,0.0
1218,0.0
1219,27.0
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,27.0
1225,27.0
1226,27.0
1227,27.0
1228,27.0
1229,27.0
1230,27.0
1231,27.0
1232,27.0
1233,27.0
1234,27.0
1235,27.0
1236,27.0
1237,27.0
1238,27.0
1239,27.0
1240,55.0
1241,55.0
1242,55.0
1243,55.0
1244,55.0
1245,55.0
1246,55.0
1247,55.0
1248,55.0
1249,55.0
1250,55.0
1251,55.0
1252,55.0
1253,55.0
1254,55.0
1255,82.0
1256,82.0
1257,82.0
1258,82.0
1259,55.0
1260,55.0
1261,55.0
1262,55.0
1263,55.0
1264,55.0
1265,55.0
1266,55.0
1267,82.0
1268,55.0
1269,55.0
1270,55.0
1271,55.0
1272,55.0
1273,55.0
1274,55.0
1275,55.0
1276,55.0
1277,55.0
1278,55.0
1279,82.0
1280,82.0
1281,82.0
1282,82.0
1283,82.0
1284,55.0
1285,55.0
1286,82.0
1287,82.0
1288,82.0
1289,82.0
1290,82.0
1291,55.0
1292,55.0
1293,82.0
1294,82.0
1295,82.0
1296,55.0
1297,55.0
1298,55.0
1299,55.0
1300,55.0
1301,82.0
1302,82.0
1303,82.0
1304,82.0
1305,55.0
1306,55.0
1307,55.0
1308,55.0
1309,55.0
1310,55.0
1311,55.0
1312,55.0
1313,55.0
1314,27.0
1315,27.0
1316,27.0
1317,27.0
1318,27.0
1319,27.0
1320,27.0
1321,27.0
1322,27.0
1323,27.0
1324,27.0
1325,27.0
1326,0.0
1327,0.0
1328,0.0
1329,0.0
1330,0.0
1331,0.0
1332,0.0
1333,-28.0
1334,-28.0
1335,0.0
1336,0.0
1337,0.0
1338,0.0
1339,0.0
1340,0.0
1341,0.0
1342,0.0
1343,0.0
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,0.0
1351,0.0
1352,-28.0
1353,0.0
1354,0.0
1355,0.0
1356,-28.0
1357,-28.0
1358,-28.0
1359,0.0
1360,-28.0
1361,-28.0
1362,-28.0
1363,0.0
1364,0.0
1365,0.0
1366,-28.0
1367,-28.0
1368,-28.0
1369,-28.0
1370,-28.0
1371,-28.0
1372,-28.0
1373,-28.0
1374,-56.0
1375,-56.0
1376,-56.0
1377,-56.0
1378,-56.0
1379,-28.0
1380,-28.0
1381,-28.0
1382,-28.0
1383,-28.0
1384,-28.0
1385,-28.0
1386,-28.0
1387,-56.0
1388,-28.0
1389,-28.0
1390,-28.0
1391,-28.0
1392,-28.0
1393,-28.0
1394,-28.0
1395,-28.0
1396,-28.0
1397,0.0
1398,0.0
1399,0.0
1400,0.0
1401,-28.0
1402,-28.0
1403,-28.0
1404,-28.0
1405,-28.0
1406,-28.0
1407,-28.0
1408,-28.0
1409,-28.0
1410,-28.0
1411,-28.0
1412,-28.0
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1417,-28.0
1418,-28.0
1419,-28.0
1420,-28.0
1421,-28.0
1422,-56.0
1423,-56.0
1424,-28.0
1425,-28.0
1426,-28.0
1427,-28.0
1428,-56.0
1429,-28.0
1430,-28.0
1431,-28.0
1432,-28.0
1433,-28.0
1434,-28.0
1435,-28.0
1436,-56.0
1437,-28.0
1438,-28.0
1439,-28.0
1440,-28.0
1441,-28.0
1442,-28.0
1443,-28.0
1444,-28.0
1445,-28.0
1446,-28.0
1447,-28.0
1448,-28.0
1449,-28.0
1450,-28.0
1451,-28.0
1452,-28.0
1453,-28.0
1454,0.0
1455,0.0
1456,0.0
1457,-28.0
1458,-28.0
1459,-28.0
1460,-28.0
1461,-28.0
1462,-28.0
1463,-28.0
1464,-28.0
1465,-28.0
1466,-28.0
1467,-28.0
1468,-28.0
1469,0.0
1470,0.0
1471,-28.0
1472,-28.0
1473,-28.0
1474,-28.0
1475,-28.0
1476,-28.0
1477,-28.0
1478,-28.0
1479,-28.0
1480,-28.0
1481,-28.0
1482,-28.0
1483,-28.0
1484,-56.0
1485,-56.0
1486,-28.0
1487,-28.0
1488,-28.0
1489,-28.0
1490,-28.0
1491,-28.0
1492,-56.0
1493,-56.0
1494,-56.0
1495,-56.0
1496,-28.0
1497,-28.0
1498,-28.0
1499,0.0
1500,0.0
1501,-28.0
1502,-28.0
1503,-28.0
1504,-28.0
1505,-28.0
1506,-28.0
1507,-28.0
1508,-28.0
1509,-28.0
1510,-28.0
1511,-28.0
1512,-28.0
1513,0.0
1514,0.0
1515,0.0
1516,-28.0
1517,-28.0
1518,-28.0
1519,-28.0
1520,0.0
1521,0.0
1522,0.0
1523,0.0
1524,0.0
1525,-28.0
1526,0.0
1527,0.0
1528,0.0
1529,0.0
1530,0.0
1531,0.0
1532,0.0
1533,27.0
1534,0.0
1535,0.0
1536,0.0
1537,-28.0
1538,-28.0
1539,-28.0
1540,0.0
1541,0.0
1542,0.0
1543,0.0
1544,0.0
1545,0.0
1546,0.0
1547,-28.0
1548,-28.0
1549,-28.0
1550,-28.0
1551,0.0
1552,27.0
1553,27.0
1554,27.0
1555,27.0
1556,27.0
1557,0.0
1558,0.0
1559,27.0
1560,0.0
1561,0.0
1562,0.0
1563,0.0
1564,0.0
1565,0.0
1566,0.0
1567,0.0
1568,0.0
1569,0.0
1570,0.0
1571,0.0
1572,0.0
1573,0.0
1574,0.0
1575,0.0
1576,0.0
1577,0.0
1578,0.0
1579,0.0
1580,27.0
1581,27.0
1582,27.0
1583,27.0
1584,27.0
1585,27.0
1586,27.0
1587,27.0
1588,0.0
1589,0.0
1590,0.0
1591,0.0
1592,0.0
1593,0.0
1594,27.0
1595,27.0
1596,0.0
1597,0.0
1598,27.0
1599,27.0
1600,27.0
1601,55.0
1602,27.0
1603,27.0
1604,27.0
1605,27.0
1606,27.0
1607,27.0
1608,27.0
1609,27.0
1610,27.0
1611,55.0
1612,55.0
1613,55.0
1614,55.0
1615,55.0
1616,55.0
1617,55.0
1618,55.0
1619,55.0
1620,55.0
1621,55.0
1622,55.0
1623,82.0
1624,82.0
1625,55.0
1626,55.0
1627,55.0
1628,55.0
1629,55.0
1630,55.0
1631,82.0
1632,82.0
1633,55.0
1634,82.0
1635,55.0
1636,55.0
1637,27.0
1638,55.0
1639,55.0
1640,55.0
1641,55.0
1642,82.0
1643,82.0
1644,82.0
1645,82.0
1646,82.0
1647,82.0
1648,82.0
1649,82.0
1650,55.0
1651,55.0
1652,55.0
1653,55.0
1654,55.0
1655,82.0
1656,82.0
1657,82.0
1658,55.0
1659,55.0
1660,55.0
1661,55.0
1662,55.0
1663,55.0
1664,55.0
1665,55.0
1666,55.0
1667,27.0
1668,27.0
1669,27.0
1670,27.0
1671,27.0
1672,27.0
1673,27.0
1674,27.0
1675,0.0
1676,0.0
1677,27.0
1678,27.0
1679,27.0
1680,27.0
1681,27.0
1682,27.0
1683,27.0
1684,27.0
1685,27.0
1686,27.0
1687,27.0
1688,0.0
1689,0.0
1690,0.0
1691,0.0
1692,0.0
1693,0.0
1694,0.0
1695,0.0
1696,0.0
1697,0.0
1698,0.0
1699,0.0
1700,0.0
1701,0.0
1702,0.0
1703,0.0
1704,-28.0
1705,-28.0
1706,-28.0
1707,-28.0
1708,-28.0
1709,-28.0
1710,0.0
1711,0.0
1712,-28.0
1713,-28.0
1714,-28.0
1715,-28.0
1716,-28.0
1717,-28.0
1718,-28.0
1719,-28.0
1720,-28.0
1721,-28.0
1722,-28.0
1723,-56.0
1724,-56.0
1725,-56.0
1726,-28.0
1727,-28.0
1728,-28.0
1729,-28.0
1730,-28.0
1731,-28.0
1732,-28.0
1733,-28.0
1734,-28.0
1735,-28.0
1736,-28.0
1737,-28.0
1738,-28.0
1739,-28.0
1740,-28.0
1741,-28.0
1742,-28.0
1743,-28.0
1744,-28.0
1745,-28.0
1746,-28.0
1747,-28.0
1748,-28.0
1749,-28.0
1750,-28.0
1751,-56.0
1752,-56.0
1753,-56.0
1754,-28.0
1755,-56.0
1756,-56.0
1757,-56.0
1758,-56.0
1759,-56.0
1760,-56.0
1761,-56.0
1762,-28.0
1763,-28.0
1764,-28.0
1765,-28.0
1766,-28.0
1767,-28.0
1768,-56.0
1769,-28.0
1770,-56.0
1771,-56.0
1772,-56.0
1773,-28.0
1774,-28.0
1775,-56.0
1776,-56.0
1777,-56.0
1778,-56.0
1779,-56.0
1780,-28.0
1781,-28.0
1782,-28.0
1783,-28.0
1784,-28.0
1785,0.0
1786,0.0
1787,0.0
1788,0.0
1789,0.0
1790,0.0
1791,0.0
1792,0.0
1793,-28.0
1794,-28.0
1795,-28.0
1796,0.0
1797,-28.0
1798,-28.0
1799,-28.0
1800,-28.0
1801,0.0
1802,0.0
1803,0.0
1804,-28.0
1805,0.0
1806,0.0
1807,-28.0
1808,-28.0
1809,-28.0
1810,-28.0
1811,-28.0
1812,0.0
1813,0.0
1814,0.0
1815,0.0
1816,0.0
1817,0.0
1818,0.0
1819,0.0
1820,0.0
1821,0.0
1822,0.0
1823,0.0
1824,0.0
1825,0.0
1826,0.0
1827,0.0
1828,-28.0
1829,0.0
1830,0.0
1831,0.0
1832,0.0
1833,0.0
1834,0.0
1835,27.0
1836,27.0
1837,0.0
1838,0.0
1839,0.0
1840,27.0
1841,27.0
1842,27.0
1843,27.0
1844,27.0
1845,0.0
1846,0.0
1847,27.0
1848,27.0
1849,27.0
1850,27.0
1851,27.0
1852,27.0
1853,27.0
1854,0.0
1855,0.0
1856,0.0
1857,27.0
1858,27.0
1859,0.0
1860,0.0
1861,0.0
1862,0.0
1863,27.0
1864,0.0
1865,0.0
1866,0.0
1867,27.0
1868,0.0
1869,0.0
1870,27.0
1871,27.0
1872,27.0
1873,27.0
1874,0.0
1875,0.0
1876,0.0
1877,0.0
1878,0.0
1879,0.0
1880,0.0
1881,0.0
1882,0.0
1883,27.0
1884,0.0
1885,0.0
1886,0.0
1887,27.0
1888,27.0
1889,27.0
1890,27.0
1891,27.0
1892,27.0
1893,27.0
1894,55.0
1895,27.0
1896,27.0
1897,27.0
1898,27.0
1899,27.0
1900,27.0
1901,27.0
1902,27.0
1903,27.0
1904,27.0
1905,27.0
1906,27.0
1907,27.0
1908,27.0
1909,27.0
1910,27.0
1911,27.0
1912,0.0
1913,0.0
1914,0.0
1915,0.0
1916,-28.0
1917,-28.0
1918,0.0
1919,0.0
1920,0.0
1921,0.0
1922,0.0
1923,27.0
1924,27.0
1925,0.0
1926,0.0
1927,0.0
1928,0.0
1929,0.0
1930,0.0
1931,0.0
1932,0.0
1933,0.0
1934,0.0
1935,0.0
1936,-28.0
1937,-28.0
1938,-28.0
1939,-28.0
1940,-28.0
1941,-28.0
1942,-28.0
1943,-28.0
1944,-28.0
1945,-28.0
1946,-28.0
1947,-28.0
1948,-28.0
1949,-28.0
1950,-28.0
1951,-28.0
1952,-28.0
1953,-28.0
1954,-56.0
1955,-56.0
1956,-56.0
1957,-56.0
1958,-56.0
1959,-56.0
1960,-56.0
1961,-83.0
1962,-83.0
1963,-83.0
1964,-56.0
1965,-56.0
1966,-28.0
1967,-56.0
1968,-56.0
1969,-56.0
1970,-56.0
1971,-56.0
1972,-56.0
1973,-56.0
1974,-56.0
1975,-56.0
1976,-56.0
1977,-83.0
1978,-83.0
1979,-56.0
1980,-56.0
1981,-56.0
1982,-56.0
1983,-56.0
1984,-56.0
1985,-56.0
1986,-28.0
1987,-28.0
1988,-28.0
1989,-28.0
1990,-28.0
1991,-28.0
1992,-28.0
1993,-28.0
1994,-28.0
1995,0.0
1996,0.0
1997,27.0
1998,0.0
1999,0.0
2000,0.0
2001,0.0
2002,0.0
2003,0.0
2004,0.0
2005,0.0
2006,27.0
2007,27.0
2008,0.0
2009,0.0
2010,27.0
2011,0.0
2012,0.0
